"Titre","Auteur","Prenom","Nom","Date_creation","Dates_naissance_deces_artiste","Lieu_naissance","Date_naissance","Lieu_deces","Date_deces","Domaine","id_domaine","Technique","Dimensions","Dimensions_split_1","DimX","DimY","DimZ","Annee_acquisition","Type_acquisition","Type_acquisition_copy","Précisions_acquisition","No_inventaire","Lien_Navigart"
"Nymphe à sa toilette","Alexandre Jean HESSE","Alexandre Jean","HESSE","1853","Paris (France), 1806 - Paris (France), 1879","Paris (France)"," 1806 "," Paris (France)"," 1879","Dessin","3","Pastel sur papier marouflé sur toile","113 x 92 cm","113 x 92 ","113 "," 92 ","","1885","Legs","4","Legs de M. Paul Aubry en 1885","1535","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000085092"
"Philippe-Auguste victorieux à Bouvines","Jean Pierre Marie JAZET","Jean Pierre Marie","JAZET","s.d.","Paris (France), 1788 - Yerres (Essonne), 1871","Paris (France)"," 1788 "," Yerres (Essonne)"," 1871","Estampe","4","Manière noire","57,5 x 92 cm","57,5 x 92 ","57,5 "," 92 ","","0","Dépôt","2","AcquisitionEtatDépôt au Musée des Beaux-Arts de Nantes en 1876","3185","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000005749"
"Le Gave","Rodolphe BRESDIN","Rodolphe","BRESDIN","1884","Montrelais (Loire-Atlantique), 1822 - Sèvres (Hauts-de-Seine), 1885","Montrelais (Loire-Atlantique)"," 1822 "," Sèvres (Hauts-de-Seine)"," 1885","Estampe","4","Lithographie sur papier contrecollé sur papier","65 x 50,1 cm59,7 x 33,7 cm (hors marge)","65 x 50,1 ","65 "," 50,1 ","","2009","Legs","4","Legs de Madame Gallico-Bresdin en 2009","09.7.18.E","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000044291"
"Etude de l'attitude du Christ","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb et fusain sur papier calque","13 x 16 cm","13 x 16 ","13 "," 16 ","","0","Inconnu","0","Acquisition","4305","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000007136"
"Le ""serment de Brutus"" : Brutus nu de face, lève la main droite tenant un poignard","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de planc sur papier","29,4 x 12 cm","29,4 x 12 ","29,4 "," 12 ","","0","Inconnu","0","Acquisition","5156","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000068292"
"Apothéose de Saint Vincent","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Plume et crayon sur papier","21,2 x 13,6 cm","21,2 x 13,6 ","21,2 "," 13,6 ","","0","Inconnu","0","Acquisition","5256","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000068540"
"Deux études d'Achille tenant son glaive","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb et sanguine sur papier","22 x 23,6 cm","22 x 23,6 ","22 "," 23,6 ","","0","Inconnu","0","Acquisition","5079","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000068186"
"Groupe de cinq personnages pour ""le serment de Brutus""","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Plume et crayon brun sur papier","13,6 x 10,4 cm","13,6 x 10,4 ","13,6 "," 10,4 ","","0","Inconnu","0","Acquisition","5089","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000068207"
"Un ange tourné vers la droite, jouant de la cithare","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb sur papier calque","22 x 16 cm","22 x 16 ","22 "," 16 ","","0","Inconnu","0","Acquisition","5189","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000068405"
"Portrait d'un prélat, en pied, en grand appareil","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb","21 x 13,5 cm","21 x 13,5 ","21 "," 13,5 ","","0","Inconnu","0","Acquisition","5725","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000069771"
"Soldat en costume Renaissance","Luc-Olivier MERSON","Luc-Olivier","MERSON","s.d.","Paris (France), 1846 - Paris (France), 1920","Paris (France)"," 1846 "," Paris (France)"," 1920","Dessin","3","Crayon, plume et encre sur papier calque","15,3 x 7,9 cm","15,3 x 7,9 ","15,3 "," 7,9 ","","1983","Achat","3","Achat à M. Philippe Merson en 1983","983.21.95.D","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000003951"
"Etude de ruines","Luc-Olivier MERSON","Luc-Olivier","MERSON","s.d.","Paris (France), 1846 - Paris (France), 1920","Paris (France)"," 1846 "," Paris (France)"," 1920","Dessin","3","Crayon sur papier contrecollé sur papier","22,7 x 29,7 cm","22,7 x 29,7 ","22,7 "," 29,7 ","","0","Inconnu","0","Acquisition","2016.0.92.D","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000144322"
"La prairie d'Amont","Maxime MAUFRA","Maxime","MAUFRA","1888","Nantes (Loire-Atlantique), 1861 - Poncé-sur-le-Loir (Sarthe), 1918","Nantes (Loire-Atlantique)"," 1861 "," Poncé-sur-le-Loir (Sarthe)"," 1918","Peinture","2","Huile sur toile","79,8 x 110 cm","79,8 x 110 ","79,8 "," 110 ","","1912","Don","1","Don de l'artiste en 1912","1931","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000002697"
"Andromède sur le rocher entouré de différentes études","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Plume à gros traits sur papier","32,8 x 24,8 cm","32,8 x 24,8 ","32,8 "," 24,8 ","","0","Inconnu","0","Acquisition","4774","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000066316"
"La Folie, à son cou, l'Amour vise un imprudent","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Crayon fusain sur papier calque","20,3 x 14 cm","20,3 x 14 ","20,3 "," 14 ","","0","Inconnu","0","Acquisition","4784","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000066326"
"Monseigneur Fournier devant le Christ. De chaque côté des anges agenouillés","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb sur papier calque","18,1 x 34,2 cm","18,1 x 34,2 ","18,1 "," 34,2 ","","0","Inconnu","0","Acquisition","1443","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000063941"
"Homme assis, jambe droite sur le siège, la tête dans la main droite, appuyé sur la gauche","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Fusain sur papier","13 x 9,3 cm","13 x 9,3 ","13 "," 9,3 ","","0","Inconnu","0","Acquisition","5356","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000068813"
"Acht mal(Huit fois)","Vassily KANDINSKY","Vassily","KANDINSKY","1929","Moscou (Empire Russe), 1866 - Neuilly-sur-Seine (Seine), 1944","Moscou (Empire Russe)"," 1866 "," Neuilly-sur-Seine (Seine)"," 1944","Peinture","2","Huile sur préparation granitée sur contreplaqué","24,3 x 40 cm","24,3 x 40 ","24,3 "," 40 ","","1981","Dépôt","2","Legs de Mme Nina Kandinsky en 1981Musée national d'art moderne / Centre de création industrielleDépôt au Musée des Beaux-Arts de Nantes le 01/12/1987","AM 81-65-60","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000002177"
"La Sainte Famille avec saint Jean-Baptiste et sainte Elisabeth","Annibale CARRACCI","Annibale","CARRACCI","XVIe siècle","Bologne (Italie), 1560 - Rome (Italie), 1609","Bologne (Italie)"," 1560 "," Rome (Italie)"," 1609","Peinture","2","Huile sur toile","100 x 76 x 0,5 cm","100 x 76 x 0,5 ","100 "," 76 "," 0,5 ","1990","Achat","3","Achat Arrêté en douane centrale à Paris le 25 juillet 1990. Acquis en 1990 par la Ville avec la participation du FRAM en 1990","990.5.1.P","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000004823"
"Un lanceur de disque, de face, disque porté à gauche","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb sur papier","29,5 x 21,5 cm","29,5 x 21,5 ","29,5 "," 21,5 ","","0","Inconnu","0","Acquisition","4741","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000066284"
"Sujet genou gauche en terre","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb cernée d'un trait sur papier pelure","18,2 x 13,2 cm","18,2 x 13,2 ","18,2 "," 13,2 ","","0","Inconnu","0","Acquisition","4153","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000065076"
"Etude du nautonier qui hisse la voile","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb sur papier","20 x 20,6 cm","20 x 20,6 ","20 "," 20,6 ","","0","Inconnu","0","Acquisition","4395","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000065241"
"Rue des Thermes à Pompéï","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","1857","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb - papier à dessin rosâtre","24 x 35 cm","24 x 35 ","24 "," 35 ","","0","Inconnu","0","Acquisition","1454","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000007588"
"Homme accroupi, serré dans son manteau, tête chevelue tournée à droite","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb sur papier","13 x 10 cm","13 x 10 ","13 "," 10 ","","0","Inconnu","0","Acquisition","5360","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000068817"
"Un Moulin à eau","Matthius SCHOEVAERDTS","Matthius","SCHOEVAERDTS","s.d.","Bruxelles, 1660? - Bruxelles, 1702?","Bruxelles"," 1660? "," Bruxelles"," 1702?","Peinture","2","Huile sur toile","41,2 x 59,1 cm","41,2 x 59,1 ","41,2 "," 59,1 ","","1810","Achat","3","Achat à M. Cacault en 1810","378","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000006125"
"Nantes, le canal de l'Erdre","Henry Wilfrid DEVILLE","Henry Wilfrid","DEVILLE","s.d.","Nantes (Loire-Atlantique), 1871 - Paris (France), 1939","Nantes (Loire-Atlantique)"," 1871 "," Paris (France)"," 1939","Estampe","4","Estampe, EpreuveEau-forte sur papier","28,1 x 15 cm21,8 x 11,1 cm (hors marge)","28,1 x 15 ","28,1 "," 15 ","","1949","Legs","4","Legs DEVILLE, Mme veuve en 1949","3652(2)","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000082479"
"Vue de Constantinople","Fabius BREST ","Fabius","BREST","avant 1884","Marseille (Bouches-du-Rhône), 1823 - Marseille (Bouches-du-Rhône), 1900","Marseille (Bouches-du-Rhône)"," 1823 "," Marseille (Bouches-du-Rhône)"," 1900","Peinture","2","Huile sur toile","51.3 x 75.4 x 7.7 cm","51.3 x 75.4 x 7.7 ","51.3 "," 75.4 "," 7.7 ","1884","Legs","4","Legs de M. Hasnot de Saint-Léger en 1884","843","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000004085"
"Buste d'Yvonne, fille de l'artiste","Alfred-Adolphe CARAVANNIEZ","Alfred-Adolphe","CARAVANNIEZ","1908","Saint-Nazaire (Loire-Atlantique), 1855 - France, 1917","Saint-Nazaire (Loire-Atlantique)"," 1855 "," France"," 1917","Sculpture","1","Plâtre patiné bronze","53 x 29 x 28 cm","53 x 29 x 28 ","53 "," 29 "," 28 ","1974","Don","1","Don de M. Caravanniez en 1974","7308 ,  /974.73.S","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000005075"
"Sujet de profil, tête tournée, bras et jambes en posture de lutte ou de lancement","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb sur papier","26 x 18,5 cm","26 x 18,5 ","26 "," 18,5 ","","0","Inconnu","0","Acquisition","5928","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000007752"
"Montfort l'Amaury : le marché et l'église","Jean-Baptiste Olivier de WISMES","Jean-Baptiste Olivier de","WISMES","s.d.","Paris (France), 1814 - Nantes (Loire-Atlantique), 1887","Paris (France)"," 1814 "," Nantes (Loire-Atlantique)"," 1887","Dessin","3","Aquarelle, réhaus de gouache blanche et craies colorées sur papier","28,5 x 41 cm","28,5 x 41 ","28,5 "," 41 ","","1955","Achat","3","Achat à la Librairie Bellanger en 1955","6436","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000005914"
"Dieu bénissant. Le drapé du manteau dégage le bras droit","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb et craie sur papier calque","24,7 x 14,5 cm","24,7 x 14,5 ","24,7 "," 14,5 ","","0","Inconnu","0","Acquisition","5557","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000069369"
"Joueur de flûte","Emilio VASARRI","Emilio","VASARRI","avant 1908","Montevarchi (Italie), 1862 - Montevarchi (Italie), 1931","Montevarchi (Italie)"," 1862 "," Montevarchi (Italie)"," 1931","Peinture","2","Huile sur toile","38 x 54 cm","38 x 54 ","38 "," 54 ","","1908","Legs","4","Legs Collection Aristide David et fils en 1908","1210","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000003520"
"Le moulin","Donatien ROY","Donatien","ROY","1905","Nantes (Loire-Atlantique), 1854 - Nantes (Loire-Atlantique), 1930","Nantes (Loire-Atlantique)"," 1854 "," Nantes (Loire-Atlantique)"," 1930","Dessin","3","Aquarelle, mine graphite sur papier bristol","25,4 x 35,3 cm","25,4 x 35,3 ","25,4 "," 35,3 ","","1960","Don","1","Don de la Société des amis du Musée des Beaux-Arts de Nantes en 1960","6699","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000003320"
"La Cène  : Le Christ communiant ses Apôtres","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb sur papier calque","19,7 x 8,8 cm","19,7 x 8,8 ","19,7 "," 8,8 ","","0","Inconnu","0","Acquisition","5169","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000068362"
"Femme voilée","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Plume sur papier","13 x 18,3 cm","13 x 18,3 ","13 "," 18,3 ","","0","Inconnu","0","Acquisition","5269","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000068553"
"Etue du ravisseur","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb sur papier","18,8 x 20,8 cm","18,8 x 20,8 ","18,8 "," 20,8 ","","0","Inconnu","0","Acquisition","4646","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000065378"
"Homme assis, le haut du corps vers la droite, tête appuyée entourée des bras","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb sur papier","14,5 x 22 cm","14,5 x 22 ","14,5 "," 22 ","","0","Inconnu","0","Acquisition","5994","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000007823"
"Homme assis de dos, de 3/4, tête de profil, main droite près du corps, la gauche au genou","Jules Elie DELAUNAY","Jules Elie","DELAUNAY","XIXe siècle","Nantes (Loire-Atlantique), 1828 - Paris (France), 1891","Nantes (Loire-Atlantique)"," 1828 "," Paris (France)"," 1891","Dessin","3","Mine de plomb sur papier","32 x 21,7 cm","32 x 21,7 ","32 "," 21,7 ","","0","Inconnu","0","Acquisition","5995","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000007824"
"Paysage : phare et voilier","Luc-Olivier MERSON","Luc-Olivier","MERSON","s.d.","Paris (France), 1846 - Paris (France), 1920","Paris (France)"," 1846 "," Paris (France)"," 1920","Dessin","3","Crayon sur papier contrecollé sur papier","11,8 x 18,6 cm","11,8 x 18,6 ","11,8 "," 18,6 ","","1983","Achat","3","Achat à M. Philippe Merson en 1983","983.21.75.D","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000003931"
"Etude de végétaux","Luc-Olivier MERSON","Luc-Olivier","MERSON","s.d.","Paris (France), 1846 - Paris (France), 1920","Paris (France)"," 1846 "," Paris (France)"," 1920","Dessin","3","Pierre noire et rehauts de craie blanche sur papier brun","43,4 x 30 cm","43,4 x 30 ","43,4 "," 30 ","","0","Inconnu","0","Acquisition","2016.0.63.D","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000144292"
"La Fondation de Marseille","Joseph-Michel CAILLÉ","Joseph-Michel","CAILLÉ","1865","Nantes (Loire-Atlantique), 1836 - Nantes (Loire-Atlantique), 1881","Nantes (Loire-Atlantique)"," 1836 "," Nantes (Loire-Atlantique)"," 1881","Sculpture","1","Sculpture, Bas-reliefPlâtre","122 x 154 x 32 cm","122 x 154 x 32 ","122 "," 154 "," 32 ","1866","Dépôt","2","Achat à l'artiste en 1866EtatDépôt au Musée des Beaux-Arts de Nantes en 1868","1746 [n° inv. déposant ou prêteur]","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000005043"
"le Rhône et la Saône","Joseph-Michel CAILLÉ","Joseph-Michel","CAILLÉ","s.d.","Nantes (Loire-Atlantique), 1836 - Nantes (Loire-Atlantique), 1881","Nantes (Loire-Atlantique)"," 1836 "," Nantes (Loire-Atlantique)"," 1881","Sculpture","1","Terre cuite","38 x 215 x 145 cm","38 x 215 x 145 ","38 "," 215 "," 145 ","1968","Don","1","Don de Mme A. Borie en 1968","6871","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000005059"
"Portrait de Mademoiselle Vallée","Pierre-Alexis LESAGE","Pierre-Alexis","LESAGE","s.d.","Nantes (Loire-Atlantique), 1872 - ?, 1932","Nantes (Loire-Atlantique)"," 1872 "," ?"," 1932","Peinture","2","Huile sur carton","46 x 38 cm","46 x 38 ","46 "," 38 ","","1933","Don","1","Don de Mme Vallée en 1933","2096","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000002509"
"La butte Sainte-Anne à Nantes","Louis-Robert ANTRAL","Louis-Robert","ANTRAL","XXe siècle","Châlons-sur-Marne (Marne), 1895 - Paris (France), 1939","Châlons-sur-Marne (Marne)"," 1895 "," Paris (France)"," 1939","Peinture","2","Huile sur toile","60 x 73.2 x 4 cm","60 x 73.2 x 4 ","60 "," 73.2 "," 4 ","1966","Don","1","Don de la Société des amis du Musée des Beaux-Arts de Nantes en 1966","966.5.1.P","https://www.stg.navigart.fr/museedartsdenantes/#/artwork/110000000001181"
